symbol	unit	chapter_at	chapter_n	later_at	later_n	chapter_line	later_line
config.yaml	个	chapters/r8a-configuration-surface.md:343	1	notes/r11c-raw-dedup-82.md:219	3	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	三个号指的是同一条链:凭据写进 `config.yaml` 顶层,再被这段桥接成活的 `os.environ` 值。
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r11c-raw-dedup-82.md:219	3	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	三个号指的是同一条链:凭据写进 `config.yaml` 顶层,再被这段桥接成活的 `os.environ` 值。
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r11c-raw-dedup-82.md:219	3	四个消费面实跑对照(全新安装,没有 `config.yaml`):	三个号指的是同一条链:凭据写进 `config.yaml` 顶层,再被这段桥接成活的 `os.environ` 值。
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r11c-raw-dedup-82.md:219	3	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	三个号指的是同一条链:凭据写进 `config.yaml` 顶层,再被这段桥接成活的 `os.environ` 值。
config.yaml	个	chapters/r8c-dashboard-and-web.md:412	1	notes/r11c-raw-dedup-82.md:219	3	| ■ | `hermes_cli/web_server.py:2453`、`:2573` | 同一个 `config.yaml`:读端点 403、写端点 200;可清空 `approvals.deny` |	三个号指的是同一条链:凭据写进 `config.yaml` 顶层,再被这段桥接成活的 `os.environ` 值。
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:467	1	notes/r11c-raw-dedup-82.md:472	2	而 `x_search`(检索 X/Twitter)是一个注册给模型的工具:	| C46 | tools/xai_http.py:301,317,324 | ◇-1、■-7(R9C)、■-7(R9D) | **不合并** | ◇-1 判 `HERMES_XAI_BASE_URL` 只在 OAuth 生效、■-7(R9
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:662	30	notes/r11c-raw-dedup-82.md:472	2	| 能力 toolset:`x_search`、`video_gen`、`bfl`、`computer_use`、`context_engine`、`project`、`coding` | **7** | **▲** | 与已列出的 30 	| C46 | tools/xai_http.py:301,317,324 | ◇-1、■-7(R9C)、■-7(R9D) | **不合并** | ◇-1 判 `HERMES_XAI_BASE_URL` 只在 OAuth 生效、■-7(R9
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:669	7	notes/r11c-raw-dedup-82.md:472	2	**而那 7 个真 ▲ 里,`project` 与 `x_search` 的实现文件正在本轮读的 49 个之内。**	| C46 | tools/xai_http.py:301,317,324 | ◇-1、■-7(R9C)、■-7(R9D) | **不合并** | ◇-1 判 `HERMES_XAI_BASE_URL` 只在 OAuth 生效、■-7(R9
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:662	30	notes/r11c-raw-dedup-82.md:576	1	| 能力 toolset:`x_search`、`video_gen`、`bfl`、`computer_use`、`context_engine`、`project`、`coding` | **7** | **▲** | 与已列出的 30 	(`x_search` 凭据解析异常穿出工具边界)。两组都锚在同一个文件的邻近处,所以进了本片的簇。
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:669	7	notes/r11c-raw-dedup-82.md:576	1	**而那 7 个真 ▲ 里,`project` 与 `x_search` 的实现文件正在本轮读的 49 个之内。**	(`x_search` 凭据解析异常穿出工具边界)。两组都锚在同一个文件的邻近处,所以进了本片的簇。
import	个	chapters/r10-client-interface-layer.md:239	96	notes/r11c-raw-id-collisions.md:472	3	写在模块顶层的 `import` 让整个测试文件无法收集(**96 个用例静默不跑**),	因为铸号判据是 `import` 它的探针得到的,不是重写的。变的只是本片新加的第三个维度
import	个	chapters/r10-client-interface-layer.md:240	1	notes/r11c-raw-id-collisions.md:472	3	写在函数体内的同一个 `import` 只让一个用例失败(**可见**)。	因为铸号判据是 `import` 它的探针得到的,不是重写的。变的只是本片新加的第三个维度
import	个	chapters/r10-client-interface-layer.md:242	10	notes/r11c-raw-id-collisions.md:472	3	而不是散落成几十个 `import` 语句。	因为铸号判据是 `import` 它的探针得到的,不是重写的。变的只是本片新加的第三个维度
gateway/run.py	条	chapters/r7c-gateway-periphery-and-scheduling.md:165	1	notes/r11c-raw-id-collisions.md:506	3	- **分发**是 `gateway/run.py` 里一条 60 分支的手写 `if canonical == ...` 链。	| `H-17` | `notes/r8c-10-h17-env-loader-race.md:17`:`**本轮结论:H-17 成立,定案 ■-R8C-01。三条后果全部在 venv 里实跑复现。**` | 这是 H-17 **定案底稿的
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:467	1	notes/r11c-raw-id-collisions.md:509	7	而 `x_search`(检索 X/Twitter)是一个注册给模型的工具:	| `H-R9A-g` | `notes/r9d-92-mainline-tests-and-crosschecks.md:624`:`**一处跨条目的呼应,值得单独指出**:`x_search` 同时是 §H-R9A-g 查出的` | 这
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:662	30	notes/r11c-raw-id-collisions.md:509	7	| 能力 toolset:`x_search`、`video_gen`、`bfl`、`computer_use`、`context_engine`、`project`、`coding` | **7** | **▲** | 与已列出的 30 	| `H-R9A-g` | `notes/r9d-92-mainline-tests-and-crosschecks.md:624`:`**一处跨条目的呼应,值得单独指出**:`x_search` 同时是 §H-R9A-g 查出的` | 这
x_search	个	chapters/r9d-tool-surface-and-guard-placement.md:669	49	notes/r11c-raw-id-collisions.md:509	7	**而那 7 个真 ▲ 里,`project` 与 `x_search` 的实现文件正在本轮读的 49 个之内。**	| `H-R9A-g` | `notes/r9d-92-mainline-tests-and-crosschecks.md:624`:`**一处跨条目的呼应,值得单独指出**:`x_search` 同时是 §H-R9A-g 查出的` | 这
data/ledger.tsv	个	chapters/r1-what-is-hermes-agent.md:98	5	notes/r11c-raw-id-collisions.md:608	530	五个层(`data/ledger.tsv` 台账,`scripts/verify_ledger.py` 校验)。**下表是当前值,不是历史快照**	`data/ledger.tsv` 是本项目的中心资产(全仓 8,530 个文件的分层台账),
deepinfra	个	chapters/r9b-multimodal-delivery.md:447	2	notes/r11c-raw-pre-binding-inventory.md:304	1	实跑对照(两个密钥都配好):`groq` 两侧都通过;`deepinfra` 在唤醒侧通过、在语音模式侧不通过。	| M6 | `tools/transcription_tools.py:336-350` + `tools/voice_mode.py:2193-2201` STT 名单三份、漂了一份 | 第 15 章 `r9b:405`/`:422`、
agent.personalities	个	chapters/r8a-configuration-surface.md:422	28	notes/r11c-raw-pre-binding-inventory.md:316	14	**28 个只存在于 CLI 这一份里**(15 个是 `agent.personalities` 及其 14 条人格文本,剩下 13 个是真开关)。	| K3 | `cli.py:479-481` `agent.personalities` 只在 CLI 默认值里 | 第 10 章 `r8a:397`、第 11 章 `r8b:169` | 10 章讲「键名校验只认 `DEFAULT_CO
agent.personalities	个	chapters/r8a-configuration-surface.md:1399	2	notes/r11c-raw-pre-binding-inventory.md:316	14	`clarify.timeout`(用**遗留键名**对齐两代配置)、`agent.personalities`(两个面靠	| K3 | `cli.py:479-481` `agent.personalities` 只在 CLI 默认值里 | 第 10 章 `r8a:397`、第 11 章 `r8b:169` | 10 章讲「键名校验只认 `DEFAULT_CO
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r11c-raw-pre-binding-inventory.md:316	14	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	| K3 | `cli.py:479-481` `agent.personalities` 只在 CLI 默认值里 | 第 10 章 `r8a:397`、第 11 章 `r8b:169` | 10 章讲「键名校验只认 `DEFAULT_CO
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r11c-raw-pre-binding-inventory.md:316	14	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	| K3 | `cli.py:479-481` `agent.personalities` 只在 CLI 默认值里 | 第 10 章 `r8a:397`、第 11 章 `r8b:169` | 10 章讲「键名校验只认 `DEFAULT_CO
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r11c-raw-pre-binding-inventory.md:316	14	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	| K3 | `cli.py:479-481` `agent.personalities` 只在 CLI 默认值里 | 第 10 章 `r8a:397`、第 11 章 `r8b:169` | 10 章讲「键名校验只认 `DEFAULT_CO
update	个	chapters/r8b-cli-trunk-and-interaction.md:214	24	notes/r11c-raw-pre-binding-inventory.md:321	28	一层 `update` 只会让**三层深**的键丢兄弟,`cli.py` 的默认值里这样的子树**恰好 4 棵、共 24 个叶子**。	| K8 | `cli.py:4488-4490` | 第 10 章 `r8a:426`、第 11 章 `r8b:218` | 10 章讲 28 个 CLI 专属键的假警告,11 章讲一层 `update` 让 14 个人格丢失 |
update	层	chapters/r8b-cli-trunk-and-interaction.md:214	3	notes/r11c-raw-pre-binding-inventory.md:321	1	一层 `update` 只会让**三层深**的键丢兄弟,`cli.py` 的默认值里这样的子树**恰好 4 棵、共 24 个叶子**。	| K8 | `cli.py:4488-4490` | 第 10 章 `r8a:426`、第 11 章 `r8b:218` | 10 章讲 28 个 CLI 专属键的假警告,11 章讲一层 `update` 让 14 个人格丢失 |
None	个	chapters/r10-client-interface-layer.md:165	4	notes/r11c-raw-pre-binding-inventory.md:337	3	四个调用点全部拿到 `None` 走回落。**模块还在、测试还绿、功能早已不存在。**	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r11c-raw-pre-binding-inventory.md:337	3	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r11c-raw-pre-binding-inventory.md:337	3	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
None	个	chapters/r9d-tool-surface-and-guard-placement.md:603	2	notes/r11c-raw-pre-binding-inventory.md:337	3	5. **"不知道"和"没问题"必须是两个值。** LSP 超时返回 `None` 而不是 `[]`,是本簇最该抄的一行设计。	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
except	个	chapters/r11b-the-unwritten-layer.md:239	1	notes/r11c-raw-pre-binding-inventory.md:337	3	- **■**:一个"文件过大"异常有类、有两处文档承诺、有一条 `except` 分支、有一个测试,	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
except	个	chapters/r7-gateway-session-core.md:725	1	notes/r11c-raw-pre-binding-inventory.md:337	3	被一个 debug 级的 `except` 吞掉。这是"**能力探测靠抛异常 + 宽捕获**"这种写法的典型反例:	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r11c-raw-pre-binding-inventory.md:337	3	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r11c-raw-pre-binding-inventory.md:337	3	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	- **误报(3 个)**:`None`、`except`、`status` —— 判据把「反引号里的英文标识符」一律当术语,
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r11c-raw-pre-binding-inventory.md:373	1	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	两者**可以同时为真**(分母一个是裸 `urlopen` 调用、一个是自拼凭据头的调用点),
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r11c-raw-pre-binding-inventory.md:428	122	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	| `chapters/r1-what-is-hermes-agent.md:118`:`**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**` | 8,122
messaging	个	chapters/r9d-tool-surface-and-guard-placement.md:651	31	notes/r11c-raw-pre-binding-inventory.md:458	30	实际代码有 **58** 个键,文档列 30 个,**漏 31 个、多列 3 个**(`messaging` / `moa` / `rl` 在代码里不存在)。	> | ▲4 | `AGENTS.md:971-974` | 列出 30 个 toolset 键 | 其中 `messaging` / `moa` / `rl` **不存在** |
AGENTS.md	个	chapters/r1-what-is-hermes-agent.md:136	1	notes/r11c-raw-pre-binding-inventory.md:460	22	hermes 有一份非常详细的开发者文档(仓库根的 `AGENTS.md`,7.5 万字;还有一个文档网站)。它们是作者	基线那份清单占 `AGENTS.md` 的 971–975 共 5 行,按 971–974 截取只数得出 22 个键,
AGENTS.md	个	chapters/r8a-configuration-surface.md:1744	1	notes/r11c-raw-pre-binding-inventory.md:460	22	2,386 行的配置文档与仓库根的 `AGENTS.md` 都没有任何提及;文档呈现的是一个单一、	基线那份清单占 `AGENTS.md` 的 971–975 共 5 行,按 971–974 截取只数得出 22 个键,
AGENTS.md	个	chapters/r9d-tool-surface-and-guard-placement.md:488	7	notes/r11c-raw-pre-binding-inventory.md:460	22	"代码有、`AGENTS.md` 没列"的 7 个功能 toolset 之一。	基线那份清单占 `AGENTS.md` 的 971–975 共 5 行,按 971–974 截取只数得出 22 个键,
urlopen	个	chapters/r8d-self-custody.md:328	4	notes/r11c-raw-pre-binding-inventory.md:480	6	代价是这个保护**只在 4 个文件 5 处采用**,而全仓有 60 多个裸 `urlopen` 调用。◇	> | **H-R9C-a** | **改判**:env 分支非缺陷(推翻);stored 分支降级为设计缺口;**新增 ■ = 裸 `urlopen` 跨源重定向泄漏 Bearer**,与 H-R9A-a 同型 | `hermes_cli
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r11c-raw-pre-binding-inventory.md:507	5	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r11c-raw-pre-binding-inventory.md:507	5	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
config.yaml	个	chapters/r8a-configuration-surface.md:204	1	notes/r11c-raw-pre-binding-inventory.md:507	5	也就是说,用户可以在 `config.yaml` 里写一个**任意名字**的顶层标量,给技能脚本和外部程序	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
config.yaml	个	chapters/r8a-configuration-surface.md:343	1	notes/r11c-raw-pre-binding-inventory.md:507	5	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r11c-raw-pre-binding-inventory.md:507	5	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r11c-raw-pre-binding-inventory.md:507	5	四个消费面实跑对照(全新安装,没有 `config.yaml`):	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	6	notes/r11c-raw-pre-binding-inventory.md:507	5	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	| `config.yaml` 读取函数 五个 → 六个(R8B) | `chapters/r8a-configuration-surface.md:18`:`3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五
